"No.","Time","Source","Destination","Protocol","Length","Info"
"871","11.648225","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1267001 Ack=1 Win=83 Len=2896 TSval=3797895159 TSecr=73514562"
"872","11.648480","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1262657 Win=82 Len=0 TSval=73514699 TSecr=3797894958"
"873","11.705797","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1265553 Win=82 Len=0 TSval=73514757 TSecr=3797895022"
"874","11.705872","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1269897 Ack=1 Win=83 Len=2896 TSval=3797895217 TSecr=73514757"
"875","11.832641","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1269897 Win=82 Len=0 TSval=73514883 TSecr=3797895159"
"876","11.832659","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1272793 Ack=1 Win=83 Len=2896 TSval=3797895344 TSecr=73514883"
"877","11.878586","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1272793 Win=82 Len=0 TSval=73514929 TSecr=3797895217"
"878","11.878605","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1275689 Ack=1 Win=83 Len=2896 TSval=3797895390 TSecr=73514929"
"879","12.010575","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1275689 Win=82 Len=0 TSval=73515061 TSecr=3797895344"
"880","12.010610","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1278585 Ack=1 Win=83 Len=2896 TSval=3797895522 TSecr=73515061"
"881","12.049051","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1278585 Win=82 Len=0 TSval=73515100 TSecr=3797895390"
"882","12.049116","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1281481 Ack=1 Win=83 Len=2896 TSval=3797895560 TSecr=73515100"
"883","12.180880","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1281481 Win=82 Len=0 TSval=73515232 TSecr=3797895522"
"884","12.180906","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1284377 Ack=1 Win=83 Len=2896 TSval=3797895692 TSecr=73515232"
"885","12.208391","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1284377 Win=82 Len=0 TSval=73515259 TSecr=3797895560"
"886","12.208415","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=1287273 Ack=1 Win=83 Len=1448 TSval=3797895719 TSecr=73515259"
"887","12.208422","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1288721 Ack=1 Win=83 Len=2896 TSval=3797895719 TSecr=73515259"
"888","12.340606","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1287273 Win=82 Len=0 TSval=73515391 TSecr=3797895692"
"889","12.340638","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1291617 Ack=1 Win=83 Len=2896 TSval=3797895852 TSecr=73515391"
"890","12.377480","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1291617 Win=82 Len=0 TSval=73515428 TSecr=3797895719"
"891","12.377500","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1294513 Ack=1 Win=83 Len=2896 TSval=3797895888 TSecr=73515428"
"892","12.511848","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1294513 Win=82 Len=0 TSval=73515563 TSecr=3797895852"
"893","12.511868","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1297409 Ack=1 Win=83 Len=2896 TSval=3797896023 TSecr=73515563"
"894","12.542321","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1297409 Win=82 Len=0 TSval=73515593 TSecr=3797895888"
"895","12.542341","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1300305 Ack=1 Win=83 Len=2896 TSval=3797896053 TSecr=73515593"
"896","12.671560","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1300305 Win=82 Len=0 TSval=73515722 TSecr=3797896023"
"897","12.671582","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1303201 Ack=1 Win=83 Len=2896 TSval=3797896183 TSecr=73515722"
"898","12.696014","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1303201 Win=82 Len=0 TSval=73515747 TSecr=3797896053"
"899","12.696030","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1306097 Ack=1 Win=83 Len=2896 TSval=3797896207 TSecr=73515747"
"900","12.834020","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1306097 Win=82 Len=0 TSval=73515885 TSecr=3797896183"
"901","12.834042","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=1308993 Ack=1 Win=83 Len=1448 TSval=3797896345 TSecr=73515885"
"902","12.834049","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1310441 Ack=1 Win=83 Len=2896 TSval=3797896345 TSecr=73515885"
"903","12.859964","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1308993 Win=82 Len=0 TSval=73515911 TSecr=3797896207"
"904","12.859981","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1313337 Ack=1 Win=83 Len=2896 TSval=3797896371 TSecr=73515911"
"905","13.005746","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1313337 Win=82 Len=0 TSval=73516057 TSecr=3797896345"
"906","13.005806","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1316233 Ack=1 Win=83 Len=2896 TSval=3797896517 TSecr=73516057"
"907","13.029835","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1316233 Win=82 Len=0 TSval=73516081 TSecr=3797896371"
"908","13.029850","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1319129 Ack=1 Win=83 Len=2896 TSval=3797896541 TSecr=73516081"
"909","13.167175","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1319129 Win=82 Len=0 TSval=73516218 TSecr=3797896517"
"910","13.167200","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1322025 Ack=1 Win=83 Len=2896 TSval=3797896678 TSecr=73516218"
"911","13.188884","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1322025 Win=82 Len=0 TSval=73516240 TSecr=3797896541"
"912","13.188905","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1324921 Ack=1 Win=83 Len=2896 TSval=3797896700 TSecr=73516240"
"913","13.324345","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1324921 Win=82 Len=0 TSval=73516375 TSecr=3797896678"
"914","13.324405","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1327817 Ack=1 Win=83 Len=2896 TSval=3797896835 TSecr=73516375"
"915","13.348198","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1327817 Win=82 Len=0 TSval=73516399 TSecr=3797896700"
"916","13.348220","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=1330713 Ack=1 Win=83 Len=1448 TSval=3797896859 TSecr=73516399"
"917","13.348228","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1332161 Ack=1 Win=83 Len=2896 TSval=3797896859 TSecr=73516399"
"918","13.485213","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1330713 Win=82 Len=0 TSval=73516536 TSecr=3797896835"
"919","13.485236","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1335057 Ack=1 Win=83 Len=2896 TSval=3797896996 TSecr=73516536"
"920","13.520525","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1335057 Win=82 Len=0 TSval=73516571 TSecr=3797896859"
"921","13.520550","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1337953 Ack=1 Win=83 Len=2896 TSval=3797897032 TSecr=73516571"
"922","13.656404","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1337953 Win=82 Len=0 TSval=73516707 TSecr=3797896996"
"923","13.656430","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1340849 Ack=1 Win=83 Len=2896 TSval=3797897167 TSecr=73516707"
"924","13.680131","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1340849 Win=82 Len=0 TSval=73516731 TSecr=3797897032"
"925","13.680154","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1343745 Ack=1 Win=83 Len=2896 TSval=3797897191 TSecr=73516731"
"926","13.815996","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1343745 Win=82 Len=0 TSval=73516867 TSecr=3797897167"
"927","13.816019","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1346641 Ack=1 Win=83 Len=2896 TSval=3797897327 TSecr=73516867"
"928","13.839443","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1346641 Win=82 Len=0 TSval=73516890 TSecr=3797897191"
"929","13.839466","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1349537 Ack=1 Win=83 Len=2896 TSval=3797897350 TSecr=73516890"
"930","13.975885","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1349537 Win=82 Len=0 TSval=73517027 TSecr=3797897327"
"931","13.975904","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=1352433 Ack=1 Win=83 Len=1448 TSval=3797897487 TSecr=73517027"
"932","13.975911","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1353881 Ack=1 Win=83 Len=2896 TSval=3797897487 TSecr=73517027"
"933","14.000821","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1352433 Win=82 Len=0 TSval=73517052 TSecr=3797897350"
"934","14.000843","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1356777 Ack=1 Win=83 Len=2896 TSval=3797897512 TSecr=73517052"
"935","14.146148","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1356777 Win=82 Len=0 TSval=73517197 TSecr=3797897487"
"936","14.146172","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1359673 Ack=1 Win=83 Len=2896 TSval=3797897657 TSecr=73517197"
"937","14.168639","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1359673 Win=82 Len=0 TSval=73517219 TSecr=3797897512"
"938","14.168662","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1362569 Ack=1 Win=83 Len=2896 TSval=3797897680 TSecr=73517219"
"939","14.304469","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1362569 Win=82 Len=0 TSval=73517355 TSecr=3797897657"
"940","14.304516","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1365465 Ack=1 Win=83 Len=2896 TSval=3797897815 TSecr=73517355"
"941","14.328327","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1365465 Win=82 Len=0 TSval=73517379 TSecr=3797897680"
"942","14.328571","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1368361 Ack=1 Win=83 Len=2896 TSval=3797897840 TSecr=73517379"
"943","14.458210","fe80::1c78:69ff:fe33:4a68","ff02::2","ICMPv6","70","Router Solicitation from 1e:78:69:33:4a:68"
"944","14.463806","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1368361 Win=82 Len=0 TSval=73517515 TSecr=3797897815"
"945","14.463818","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1371257 Ack=1 Win=83 Len=2896 TSval=3797897975 TSecr=73517515"
"946","14.487270","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1371257 Win=82 Len=0 TSval=73517538 TSecr=3797897840"
"947","14.487283","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=1374153 Ack=1 Win=83 Len=1448 TSval=3797897998 TSecr=73517538"
"948","14.487545","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1375601 Ack=1 Win=83 Len=2896 TSval=3797897998 TSecr=73517538"
"949","14.624300","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1374153 Win=82 Len=0 TSval=73517675 TSecr=3797897975"
"950","14.624357","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1378497 Ack=1 Win=83 Len=2896 TSval=3797898135 TSecr=73517675"
"951","14.660954","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1378497 Win=82 Len=0 TSval=73517712 TSecr=3797897998"
"952","14.660970","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1381393 Ack=1 Win=83 Len=2896 TSval=3797898172 TSecr=73517712"
"953","14.796101","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1381393 Win=82 Len=0 TSval=73517847 TSecr=3797898135"
"954","14.796132","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1384289 Ack=1 Win=83 Len=2896 TSval=3797898307 TSecr=73517847"
"955","14.819702","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1384289 Win=82 Len=0 TSval=73517871 TSecr=3797898172"
"956","14.819724","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1387185 Ack=1 Win=83 Len=2896 TSval=3797898331 TSecr=73517871"
"957","14.954602","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1387185 Win=82 Len=0 TSval=73518005 TSecr=3797898307"
"958","14.954617","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1390081 Ack=1 Win=83 Len=2896 TSval=3797898466 TSecr=73518005"
"959","14.978519","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1390081 Win=82 Len=0 TSval=73518029 TSecr=3797898331"
"960","14.978541","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1392977 Ack=1 Win=83 Len=2896 TSval=3797898490 TSecr=73518029"
"961","15.112786","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1392977 Win=82 Len=0 TSval=73518164 TSecr=3797898466"
"962","15.112821","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=1395873 Ack=1 Win=83 Len=1448 TSval=3797898624 TSecr=73518164"
"963","15.112828","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1397321 Ack=1 Win=83 Len=2896 TSval=3797898624 TSecr=73518164"
"964","15.137695","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1395873 Win=82 Len=0 TSval=73518189 TSecr=3797898490"
"965","15.137711","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1400217 Ack=1 Win=83 Len=2896 TSval=3797898649 TSecr=73518189"
"966","15.206363","fe80::e818:6bff:fea8:3b78","ff02::2","ICMPv6","70","Router Solicitation from ea:18:6b:a8:3b:78"
"967","15.283760","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1400217 Win=82 Len=0 TSval=73518335 TSecr=3797898624"
"968","15.283784","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1403113 Ack=1 Win=83 Len=2896 TSval=3797898795 TSecr=73518335"
"969","15.308265","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1403113 Win=82 Len=0 TSval=73518359 TSecr=3797898649"
"970","15.308294","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1406009 Ack=1 Win=83 Len=2896 TSval=3797898819 TSecr=73518359"
"971","15.443755","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1406009 Win=82 Len=0 TSval=73518495 TSecr=3797898795"
"972","15.443770","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1408905 Ack=1 Win=83 Len=2896 TSval=3797898955 TSecr=73518495"
"973","15.466779","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1408905 Win=82 Len=0 TSval=73518518 TSecr=3797898819"
"974","15.466803","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1411801 Ack=1 Win=83 Len=2896 TSval=3797898978 TSecr=73518518"
"975","15.602691","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1411801 Win=82 Len=0 TSval=73518654 TSecr=3797898955"
"976","15.602714","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1414697 Ack=1 Win=83 Len=2896 TSval=3797899114 TSecr=73518654"
"977","15.625344","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1414697 Win=82 Len=0 TSval=73518676 TSecr=3797898978"
"978","15.625362","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=1417593 Ack=1 Win=83 Len=1448 TSval=3797899136 TSecr=73518676"
"979","15.626728","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1419041 Ack=1 Win=83 Len=2896 TSval=3797899136 TSecr=73518676"
"980","15.761042","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1417593 Win=82 Len=0 TSval=73518812 TSecr=3797899114"
"981","15.761066","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1421937 Ack=1 Win=83 Len=2896 TSval=3797899272 TSecr=73518812"
"982","15.800476","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1421937 Win=82 Len=0 TSval=73518851 TSecr=3797899136"
"983","15.800490","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1424833 Ack=1 Win=83 Len=2896 TSval=3797899311 TSecr=73518851"
"984","15.933130","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1424833 Win=82 Len=0 TSval=73518984 TSecr=3797899272"
"985","15.933148","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1427729 Ack=1 Win=83 Len=2896 TSval=3797899444 TSecr=73518984"
"986","15.957208","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1427729 Win=82 Len=0 TSval=73519008 TSecr=3797899311"
"987","15.957223","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1430625 Ack=1 Win=83 Len=2896 TSval=3797899468 TSecr=73519008"
"988","16.091429","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1430625 Win=82 Len=0 TSval=73519142 TSecr=3797899444"
"989","16.091449","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1433521 Ack=1 Win=83 Len=2896 TSval=3797899602 TSecr=73519142"
"990","16.115771","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1433521 Win=82 Len=0 TSval=73519167 TSecr=3797899468"
"991","16.115784","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1436417 Ack=1 Win=83 Len=2896 TSval=3797899627 TSecr=73519167"
"992","16.250890","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1436417 Win=82 Len=0 TSval=73519302 TSecr=3797899602"
"993","16.250918","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=1439313 Ack=1 Win=83 Len=1448 TSval=3797899762 TSecr=73519302"
"994","16.250926","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1440761 Ack=1 Win=83 Len=2896 TSval=3797899762 TSecr=73519302"
"995","16.274429","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1439313 Win=82 Len=0 TSval=73519325 TSecr=3797899627"
"996","16.276058","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1443657 Ack=1 Win=83 Len=2896 TSval=3797899785 TSecr=73519325"
"997","16.420372","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1443657 Win=82 Len=0 TSval=73519471 TSecr=3797899762"
"998","16.420387","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1446553 Ack=1 Win=83 Len=2896 TSval=3797899931 TSecr=73519471"
"999","16.445663","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1446553 Win=82 Len=0 TSval=73519497 TSecr=3797899785"
"1000","16.445677","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1449449 Ack=1 Win=83 Len=2896 TSval=3797899957 TSecr=73519497"
"1001","16.580318","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1449449 Win=82 Len=0 TSval=73519631 TSecr=3797899931"
"1002","16.580337","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1452345 Ack=1 Win=83 Len=2896 TSval=3797900091 TSecr=73519631"
"1003","16.604830","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1452345 Win=82 Len=0 TSval=73519656 TSecr=3797899957"
"1004","16.604846","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1455241 Ack=1 Win=83 Len=2896 TSval=3797900116 TSecr=73519656"
"1005","16.740125","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1455241 Win=82 Len=0 TSval=73519791 TSecr=3797900091"
"1006","16.740139","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1458137 Ack=1 Win=83 Len=2896 TSval=3797900251 TSecr=73519791"
"1007","16.765428","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1458137 Win=82 Len=0 TSval=73519816 TSecr=3797900116"
"1008","16.765441","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=1461033 Ack=1 Win=83 Len=1448 TSval=3797900276 TSecr=73519816"
"1009","16.765446","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1462481 Ack=1 Win=83 Len=2896 TSval=3797900276 TSecr=73519816"
"1010","16.901572","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1461033 Win=82 Len=0 TSval=73519953 TSecr=3797900251"
"1011","16.901586","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1465377 Ack=1 Win=83 Len=2896 TSval=3797900413 TSecr=73519953"
"1012","16.936156","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1465377 Win=82 Len=0 TSval=73519987 TSecr=3797900276"
"1013","16.936169","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1468273 Ack=1 Win=83 Len=2896 TSval=3797900447 TSecr=73519987"
"1014","17.071768","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1468273 Win=82 Len=0 TSval=73520123 TSecr=3797900413"
"1015","17.071787","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1471169 Ack=1 Win=83 Len=2896 TSval=3797900583 TSecr=73520123"
"1016","17.095916","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1471169 Win=82 Len=0 TSval=73520147 TSecr=3797900447"
"1017","17.095931","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1474065 Ack=1 Win=83 Len=2896 TSval=3797900607 TSecr=73520147"
"1018","17.232304","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1474065 Win=82 Len=0 TSval=73520283 TSecr=3797900583"
"1019","17.232322","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1476961 Ack=1 Win=83 Len=2896 TSval=3797900743 TSecr=73520283"
"1020","17.256125","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1476961 Win=82 Len=0 TSval=73520307 TSecr=3797900607"
"1021","17.256140","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1479857 Ack=1 Win=83 Len=2896 TSval=3797900767 TSecr=73520307"
"1022","17.393579","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1479857 Win=82 Len=0 TSval=73520445 TSecr=3797900743"
"1023","17.393592","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=1482753 Ack=1 Win=83 Len=1448 TSval=3797900905 TSecr=73520445"
"1024","17.393597","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1484201 Ack=1 Win=83 Len=2896 TSval=3797900905 TSecr=73520445"
"1025","17.417493","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1482753 Win=82 Len=0 TSval=73520468 TSecr=3797900767"
"1026","17.417505","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1487097 Ack=1 Win=83 Len=2896 TSval=3797900928 TSecr=73520468"
"1027","17.562599","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1487097 Win=82 Len=0 TSval=73520614 TSecr=3797900905"
